v8-version,4,9,385,28,0
code-creation,Function,0,0x2c41e60,340,"ComputeSpliceDeleteCount native array.js:627:34",0x2b4ad78,~
code-disable-optimization,"ObservedArraySplice","TryFinallyStatement"
code-creation,Function,0,0x2c41fc0,1160,"ObservedArraySplice native array.js:638:29",0x2b4b060,
code-disable-optimization,"ArraySplice","Call to a JavaScript runtime function"
code-creation,Function,0,0x2c42460,1740,"ArraySplice native array.js:669:21",0x2b4b3f4,
code-creation,Function,0,0x2c42b40,384,"c.InnerArraySort.aL native array.js:711:12",0x2b4b55c,~
code-creation,Function,0,0x2c42cc0,760,"InsertionSort native array.js:722:30",0x2b4b740,~
code-creation,Function,0,0x2c42fc0,204," native array.js:747:17",0x2b4b8d4,~
code-creation,Function,0,0x2c430a0,672,"c.InnerArraySort.aS native array.js:737:16",0x2b4ba5c,~
code-creation,Function,0,0x2c43340,2484,"QuickSort native array.js:753:26",0x2b4bf34,~
code-creation,Function,0,0x2c43d00,1180,"CopyFromPrototype native array.js:828:34",0x2b4c18c,~
code-creation,Function,0,0x2c441a0,896,"c.InnerArraySort.bm native array.js:853:16",0x2b4c374,~
code-creation,Function,0,0x2c44520,1516,"SafeRemoveArrayHoles native array.js:874:37",0x2b4c600,~
code-creation,Function,0,0x2c44b20,880,"InnerArraySort native array.js:709:24",0x2b4c7d8,~
code-creation,Function,0,0x2c44ea0,388,"ArraySort native array.js:928:19",0x2b4c938,~
code-creation,Function,0,0x2c45040,656,"InnerArrayFilter native array.js:934:26",0x2b4caec,~
code-creation,Function,0,0x2c452e0,532,"ArrayFilter native array.js:948:21",0x2b4cc88,~
code-creation,Function,0,0x2c45500,648,"InnerArrayForEach native array.js:956:27",0x2b4ce18,~
code-creation,Function,0,0x2c457a0,388,"ArrayForEach native array.js:966:22",0x2b4cf7c,~
code-creation,Function,0,0x2c45940,684,"InnerArraySome native array.js:972:24",0x2b4d11c,~
code-creation,Function,0,0x2c45c00,392,"ArraySome native array.js:983:19",0x2b4d280,~
code-creation,Function,0,0x2c45da0,684,"InnerArrayEvery native array.js:989:25",0x2b4d420,~
code-creation,Function,0,0x2c46060,392,"ArrayEvery native array.js:1000:20",0x2b4d584,~
code-creation,Function,0,0x2c46200,944,"ArrayMap native array.js:1006:18",0x2b4d79c,~
code-creation,Function,0,0x2c465c0,1748,"InnerArrayIndexOf native array.js:1021:27",0x2b4da88,~
code-creation,Function,0,0x2c46ca0,380,"ArrayIndexOf native array.js:1066:22",0x2b4dbe8,~
code-creation,Function,0,0x2c46e20,1620,"InnerArrayLastIndexOf native array.js:1071:31",0x2b4dec0,~
code-creation,Function,0,0x2c47480,400,"ArrayLastIndexOf native array.js:1113:26",0x2b4e024,~
code-creation,Function,0,0x2c47620,1136,"InnerArrayReduce native array.js:1119:26",0x2b4e258,~
code-creation,Function,0,0x2c47aa0,412,"ArrayReduce native array.js:1142:21",0x2b4e3c0,~
code-creation,Function,0,0x2c47c40,1148,"InnerArrayReduceRight native array.js:1149:31",0x2b4e5f8,~
code-creation,Function,0,0x2c480c0,412,"ArrayReduceRight native array.js:1173:26",0x2b4e760,~
code-creation,Function,0,0x2c48260,1184,"InnerArrayCopyWithin native array.js:1180:30",0x2b4ea14,~
code-creation,Function,0,0x2c48700,340,"ArrayCopyWithin native array.js:1221:25",0x2b4eb68,~
code-creation,Function,0,0x2c48860,472,"InnerArrayFind native array.js:1227:24",0x2b4ecd0,~
code-creation,Function,0,0x2c48a40,352,"ArrayFind native array.js:1239:19",0x2b4ee18,~
code-creation,Function,0,0x2c48ba0,472,"InnerArrayFindIndex native array.js:1245:29",0x2b4ef7c,~
code-creation,Function,0,0x2c48d80,352,"ArrayFindIndex native array.js:1257:24",0x2b4f0c8,~
code-disable-optimization,"InnerArrayFill","Call to a JavaScript runtime function"
code-creation,Function,0,0x2c48ee0,884,"InnerArrayFill native array.js:1263:24",0x2b4f290,
code-creation,Function,0,0x2c49260,396,"ArrayFill native array.js:1285:19",0x2b4f3fc,~
code-creation,Function,0,0x2c49400,556,"InnerArrayIncludes native array.js:1291:28",0x2b4f588,~
code-creation,Function,0,0x2c49640,336,"ArrayIncludes native array.js:1314:23",0x2b4f6d0,~
code-creation,Function,0,0x2c497a0,296,"AddArrayElement native array.js:1320:25",0x2b4f830,~
code-creation,Function,0,0x2c498e0,1432,"ArrayFrom native array.js:1329:19",0x2b4fb74,~
code-creation,Function,0,0x2c49e80,492,"ArrayOf native array.js:1380:17",0x2b4fcf4,~
code-creation,Function,0,0x2c4a080,908," native array.js:25:18",0x2b4fecc,~
code-creation,Function,0,0x2c4a420,256," native array.js:39:34",0x2b4ffdc,~
code-creation,Function,0,0x2c4a520,296,"bU native array.js:1409:16",0x2b5011c,~
code-creation,Stub,9,0x2c4a660,324,"CallICStub(args(0), ANY, "
code-creation,Stub,9,0x2c4a7c0,78,"CallICTrampolineStub"
code-creation,Function,0,0x2c4a820,720," native array.js:1470:18",0x2b503c8,~
code-creation,Function,0,0x2c4ab00,6816," native array.js:2:10",0x2b50b3c,~
code-creation,Script,0,0x2c4c5a0,160,"native array.js",0x2b50c08,~
code-creation,Handler,3,0x2c4c640,151,"next"
code-creation,Handler,3,0x2c4c6e0,151,"next"
code-creation,Stub,3,0x2c4c780,84,"LoadConstantStub"
code-creation,Handler,3,0x2c4c7e0,118,"hasOwnProperty"
code-creation,Stub,3,0x2c4c860,84,"LoadConstantStub"
code-creation,Stub,3,0x2c4c8c0,84,"LoadConstantStub"
code-creation,Stub,3,0x2c4c920,84,"LoadConstantStub"
code-creation,Stub,3,0x2c4c980,84,"LoadConstantStub"
code-creation,Stub,3,0x2c4c9e0,84,"LoadConstantStub"
code-creation,Stub,3,0x2c4ca40,109,"FunctionPrototypeStub"
code-creation,Stub,2,0x2c4cac0,425,"FastNewContextStub"
code-creation,Function,0,0x2c4cc80,360,"StringToString native string.js:31:24",0x2b53c3c,~
code-creation,Function,0,0x2c4ce00,360,"StringValueOf native string.js:37:23",0x2b53d54,~
code-creation,Function,0,0x2c4cf80,1080,"StringCharAtJS native string.js:43:24",0x2b53ea8,~
code-creation,Function,0,0x2c4d3c0,896,"StringCharCodeAtJS native string.js:51:28",0x2b53ff8,~
code-creation,Function,0,0x2c4d740,696,"StringConcat native string.js:59:22",0x2b541b8,~
code-creation,Function,0,0x2c4da00,532,"StringIndexOfJS native string.js:74:25",0x2b54334,~
code-creation,Function,0,0x2c4dc20,684,"StringLastIndexOfJS native string.js:87:29",0x2b544f4,~
code-creation,Function,0,0x2c4dee0,276,"StringLocaleCompareJS native string.js:111:31",0x2b54610,~
code-creation,Function,0,0x2c4e000,472,"StringMatchJS native string.js:115:23",0x2b54784,~
code-creation,Function,0,0x2c4e1e0,516,"StringNormalizeJS native string.js:127:27",0x2b54904,~
code-creation,Stub,2,0x2c4e400,734,"SubStringStub"
code-creation,Function,0,0x2c4e6e0,1628,"StringReplace native string.js:141:23",0x2b54cf4,~
code-creation,Function,0,0x2c4ed40,3420,"ExpandReplacement native string.js:193:27",0x2b55100,~
code-creation,Function,0,0x2c4faa0,288,"CaptureString native string.js:262:23",0x2b55254,~
code-creation,Function,0,0x2c4fbc0,1460,"StringReplaceGlobalRegExpWithFunction native string.js:270:47",0x2b5553c,~
code-creation,Function,0,0x2c50180,872,"StringReplaceNonGlobalRegExpWithFunction native string.js:317:50",0x2b557bc,~
code-creation,Function,0,0x2c50500,484,"StringSearch native string.js:343:22",0x2b55934,~
code-creation,Function,0,0x2c50700,748,"StringSlice native string.js:355:21",0x2b55af4,~
code-creation,Function,0,0x2c50a00,740,"StringSplitJS native string.js:389:23",0x2b55cf8,~
code-creation,Function,0,0x2c50d00,636,"StringSubstring native string.js:407:25",0x2b55ea8,~
code-creation,Function,0,0x2c50f80,760,"StringSubstr native string.js:433:22",0x2b560a0,~
code-creation,Function,0,0x2c51280,268,"StringToLowerCaseJS native string.js:457:29",0x2b561b4,~
code-creation,Function,0,0x2c513a0,268,"StringToLocaleLowerCase native string.js:461:33",0x2b562c8,~
code-creation,Function,0,0x2c514c0,268,"StringToUpperCaseJS native string.js:465:29",0x2b563dc,~
code-creation,Function,0,0x2c515e0,268,"StringToLocaleUpperCase native string.js:469:33",0x2b564f0,~
code-creation,Function,0,0x2c51700,280,"StringTrimJS native string.js:473:22",0x2b56604,~
code-creation,Function,0,0x2c51820,280,"StringTrimLeft native string.js:477:24",0x2b56718,~
code-creation,Function,0,0x2c51940,280,"StringTrimRight native string.js:481:25",0x2b5682c,~
code-creation,Function,0,0x2c51a60,1080,"StringFromCharCode native string.js:485:28",0x2b56a04,~
code-creation,Stub,2,0x2c51ea0,273,"FastCloneRegExpStub"
code-creation,Function,0,0x2c51fc0,188,"HtmlEscape native string.js:506:20",0x2b56b38,~
code-creation,Function,0,0x2c52080,336,"StringAnchor native string.js:509:22",0x2b56c74,~
code-creation,Function,0,0x2c521e0,276,"StringBig native string.js:514:19",0x2b56d90,~
code-creation,Function,0,0x2c52300,276,"StringBlink native string.js:518:21",0x2b56eac,~
code-creation,Function,0,0x2c52420,276,"StringBold native string.js:522:20",0x2b56fc8,~
code-creation,Function,0,0x2c52540,276,"StringFixed native string.js:526:21",0x2b570e4,~
code-creation,Function,0,0x2c52660,336,"StringFontcolor native string.js:530:25",0x2b57220,~
code-creation,Function,0,0x2c527c0,336,"StringFontsize native string.js:535:24",0x2b5735c,~
code-creation,Function,0,0x2c52920,276,"StringItalics native string.js:540:23",0x2b57478,~
code-creation,Function,0,0x2c52a40,336,"StringLink native string.js:544:20",0x2b575b4,~
code-creation,Function,0,0x2c52ba0,276,"StringSmall native string.js:548:21",0x2b576d0,~
code-creation,Function,0,0x2c52cc0,276,"StringStrike native string.js:552:22",0x2b577ec,~
code-creation,Function,0,0x2c52de0,276,"StringSub native string.js:556:19",0x2b57908,~
code-creation,Function,0,0x2c52f00,276,"StringSup native string.js:560:19",0x2b57a24,~
code-creation,Function,0,0x2c53020,880,"StringRepeat native string.js:564:22",0x2b57be0,~
code-creation,Function,0,0x2c533a0,744,"StringStartsWith native string.js:579:26",0x2b57dcc,~
code-creation,Function,0,0x2c536a0,752,"StringEndsWith native string.js:601:24",0x2b57fbc,~
code-creation,Function,0,0x2c539a0,748,"StringIncludes native string.js:624:24",0x2b58184,~
code-creation,Function,0,0x2c53ca0,1312,"StringCodePointAt native string.js:645:27",0x2b5834c,~
code-creation,Function,0,0x2c541c0,1352,"StringFromCodePoint native string.js:663:29",0x2b5852c,~
code-creation,Function,0,0x2c54720,636,"StringRaw native string.js:686:19",0x2b586e4,~
code-creation,Function,0,0x2c549a0,712," native string.js:20:18",0x2b5887c,~
code-creation,Function,0,0x2c54c80,348," native string.js:752:18",0x2b58a0c,~
code-creation,Function,0,0x2c54de0,3312," native string.js:2:10",0x2b58e40,~
code-creation,Script,0,0x2c55ae0,160,"native string.js",0x2b58f0c,~
code-creation,Stub,3,0x2c55b80,84,"LoadFieldStub"
code-creation,Stub,3,0x2c55be0,84,"LoadFieldStub"
code-creation,Stub,3,0x2c55c40,84,"LoadFieldStub"
code-creation,Handler,3,0x2c55ca0,151,"next"
code-creation,Stub,2,0x2c55d40,301,"FastNewContextStub"
code-creation,Function,0,0x2c55e80,444,"HexValueOf native uri.js:12:20",0x2b598d0,~
code-creation,Function,0,0x2c56040,408,"isAlphaNumeric native uri.js:18:24",0x2b599dc,~
code-creation,Function,0,0x2c561e0,324,"URIAddEncodedOctetToBuffer native uri.js:25:36",0x2b59b3c,~
code-creation,Function,0,0x2c56340,588,"URIEncodeOctets native uri.js:31:25",0x2b59d4c,~
code-creation,Function,0,0x2c565a0,568,"URIEncodeSingle native uri.js:42:25",0x2b59f20,~
code-creation,Function,0,0x2c567e0,564,"URIEncodePair native uri.js:59:23",0x2b5a114,~
code-creation,Function,0,0x2c56a20,360,"URIHexCharsToCharCode native uri.js:72:31",0x2b5a260,~
code-creation,Function,0,0x2c56ba0,2412,"URIDecodeOctets native uri.js:78:25",0x2b5a628,~
code-creation,Function,0,0x2c57520,2064,"Encode native uri.js:132:16",0x2b5a8e0,~
code-creation,Function,0,0x2c57d40,6884,"Decode native uri.js:160:16",0x2b5ae14,~
code-creation,Function,0,0x2c59840,148,"URIEscapeJS native uri.js:227:21",0x2b5aee8,~
code-creation,Function,0,0x2c598e0,148,"URIUnescapeJS native uri.js:230:23",0x2b5afbc,~
code-creation,Function,0,0x2c59980,644,"b.URIDecode.T native uri.js:234:15",0x2b5b124,~
code-creation,Function,0,0x2c59c20,184,"URIDecode native uri.js:233:19",0x2b5b204,~
code-creation,Function,0,0x2c59ce0,132,"b.URIDecodeComponent.T native uri.js:247:15",0x2b5b300,~
code-creation,Function,0,0x2c59d80,184,"URIDecodeComponent native uri.js:246:28",0x2b5b3e0,~
code-creation,Function,0,0x2c59e40,752,"b.URIEncode.V native uri.js:251:15",0x2b5b584,~
code-creation,Function,0,0x2c5a140,184,"URIEncode native uri.js:250:19",0x2b5b664,~
code-creation,Function,0,0x2c5a200,524,"b.URIEncodeComponent.V native uri.js:266:15",0x2b5b7dc,~
code-creation,Function,0,0x2c5a420,184,"URIEncodeComponent native uri.js:265:28",0x2b5b8bc,~
code-creation,Function,0,0x2c5a4e0,192," native uri.js:9:18",0x2b5b9b8,~
code-creation,Function,0,0x2c5a5a0,1156," native uri.js:2:10",0x2b5bba0,~
code-creation,Script,0,0x2c5aa40,160,"native uri.js",0x2b5bc6c,~
code-creation,Stub,2,0x2c5aae0,285,"FastNewContextStub"
code-creation,Function,0,0x2c5ac00,204,"MathAbs native math.js:13:17",0x2b5c5cc,~
code-creation,Function,0,0x2c5ace0,160,"MathAcosJS native math.js:17:20",0x2b5c6a4,~
code-creation,Function,0,0x2c5ad80,160,"MathAsinJS native math.js:20:20",0x2b5c77c,~
code-creation,Function,0,0x2c5ae20,160,"MathAtanJS native math.js:23:20",0x2b5c854,~
code-creation,Function,0,0x2c5aec0,184,"MathAtan2JS native math.js:26:21",0x2b5c940,~
code-creation,Function,0,0x2c5af80,172,"MathCeil native math.js:31:18",0x2b5ca1c,~
code-creation,Function,0,0x2c5b040,152,"MathExp native math.js:34:17",0x2b5caf0,~
code-creation,Function,0,0x2c5b0e0,160,"MathFloorJS native math.js:37:21",0x2b5cbc8,~
code-creation,Function,0,0x2c5b180,152,"MathLog native math.js:40:17",0x2b5cc9c,~
code-creation,Function,0,0x2c5b220,1016,"MathMax native math.js:43:17",0x2b5ce40,~
code-creation,Function,0,0x2c5b620,1016,"MathMin native math.js:65:17",0x2b5cfe4,~
code-creation,Function,0,0x2c5ba20,152,"MathPowJS native math.js:87:19",0x2b5d0c0,~
code-creation,Function,0,0x2c5bac0,376,"MathRandom native math.js:90:20",0x2b5d1d4,~
code-creation,Function,0,0x2c5bc40,408,"MathRandomRaw native math.js:97:23",0x2b5d2f0,~
code-creation,Function,0,0x2c5bde0,152,"MathRound native math.js:104:19",0x2b5d3c8,~
code-creation,Function,0,0x2c5be80,160,"MathSqrtJS native math.js:107:20",0x2b5d4a0,~
code-creation,Function,0,0x2c5bf20,160,"MathImul native math.js:110:18",0x2b5d57c,~
code-creation,Function,0,0x2c5bfc0,240,"MathSign native math.js:113:18",0x2b5d670,~
code-creation,Function,0,0x2c5c0c0,296,"MathTrunc native math.js:119:19",0x2b5d774,~
code-creation,Function,0,0x2c5c200,572,"MathAsinh native math.js:125:19",0x2b5d8ec,~
code-creation,Function,0,0x2c5c440,464,"MathAcosh native math.js:131:19",0x2b5da3c,~
code-creation,Function,0,0x2c5c620,424,"MathAtanh native math.js:137:19",0x2b5db88,~
code-creation,Function,0,0x2c5c7e0,1112,"MathHypot native math.js:143:19",0x2b5ddc8,~
code-creation,Function,0,0x2c5cc40,152,"MathFroundJS native math.js:167:22",0x2b5de9c,~
code-creation,Function,0,0x2c5cce0,156,"MathClz32JS native math.js:170:21",0x2b5df74,~
code-creation,Function,0,0x2c5cd80,472,"MathCbrt native math.js:173:18",0x2b5e0c0,~
code-creation,Function,0,0x2c5cf60,480,"CubeRoot native math.js:178:18",0x2b5e278,~
code-creation,Function,0,0x2c5d140,272," native math.js:240:18",0x2b5e3d4,~
code-creation,Function,0,0x2c5d260,2116," native math.js:2:10",0x2b5e69c,~
code-creation,Script,0,0x2c5dac0,160,"native math.js",0x2b5e768,~
code-creation,Stub,2,0x2c5db60,261,"FastNewContextStub"
code-creation,Function,0,0x2c5dc80,1612,"KernelTan native fdlibm.js:18:19",0x2b5fe50,~
code-creation,Function,0,0x2c5e2e0,2240,"MathSinSlow native fdlibm.js:75:21",0x2b603a4,~
code-creation,Function,0,0x2c5eba0,2272,"MathCosSlow native fdlibm.js:161:21",0x2b60904,~
code-creation,Function,0,0x2c5f480,480,"MathSin native fdlibm.js:248:17",0x2b60ab4,~
code-creation,Function,0,0x2c5f660,788,"MathCos native fdlibm.js:259:17",0x2b60ce0,~
code-creation,Function,0,0x2c5f980,1624,"MathTan native fdlibm.js:281:17",0x2b610c0,~
code-creation,Function,0,0x2c5ffe0,2020,"MathLog1p native fdlibm.js:347:19",0x2b614b4,~
code-creation,Function,0,0x2c607e0,2228,"MathExpm1 native fdlibm.js:420:19",0x2b61928,~
code-creation,Function,0,0x2c610a0,768,"MathSinh native fdlibm.js:499:18",0x2b61b30,~
code-creation,Function,0,0x2c613a0,956,"MathCosh native fdlibm.js:517:18",0x2b61d78,~
code-creation,Function,0,0x2c61760,820,"MathTanh native fdlibm.js:539:18",0x2b61f58,~
code-creation,Function,0,0x2c61aa0,752,"MathLog10 native fdlibm.js:564:19",0x2b62148,~
code-creation,Function,0,0x2c61da0,1720,"MathLog2 native fdlibm.js:586:18",0x2b6259c,~
code-creation,Function,0,0x2c62460,256," native fdlibm.js:11:18",0x2b626ac,~
code-creation,Function,0,0x2c62560,208,"b.CreateDoubleResultArray native fdlibm.js:15:35",0x2b627a4,~
code-creation,Function,0,0x2c62640,1024," native fdlibm.js:2:10",0x2b62974,~
code-creation,Script,0,0x2c62a40,160,"native fdlibm.js",0x2b62a40,~
code-creation,Stub,2,0x2c62ae0,313,"FastNewContextStub"
code-creation,Function,0,0x2c62c20,312,"IsRegExp native regexp.js:27:18",0x2b636c8,~
code-creation,Function,0,0x2c62d60,260,"RegExpInitialize native regexp.js:33:26",0x2b637d0,~
code-creation,Function,0,0x2c62e80,468,"PatternFlags native regexp.js:39:22",0x2b63928,~
code-creation,Function,0,0x2c63060,648,"RegExpConstructor native regexp.js:46:27",0x2b63afc,~
code-creation,Function,0,0x2c63300,444,"RegExpCompileJS native regexp.js:67:25",0x2b63c60,~
code-creation,Stub,2,0x2c634c0,1112,"RecordWriteStub"
code-creation,Stub,2,0x2c63920,771,"RegExpExecStub"
code-creation,Function,0,0x2c63c40,148,"DoRegExpExec native regexp.js:79:22",0x2b63dc0,~
code-creation,Stub,2,0x2c63ce0,1481,"RecordWriteStub"
code-creation,Stub,2,0x2c642c0,488,"RegExpConstructResultStub"
code-creation,Function,0,0x2c644c0,884,"RegExpExecNoTests native regexp.js:82:27",0x2b6411c,~
code-creation,Function,0,0x2c64840,1296,"RegExpExecJS native regexp.js:108:22",0x2b6440c,~
code-creation,Function,0,0x2c64d60,1888,"RegExpTest native regexp.js:154:20",0x2b64678,~
code-creation,Function,0,0x2c654c0,536,"TrimRegExp native regexp.js:191:20",0x2b647cc,~
code-creation,Function,0,0x2c656e0,680,"RegExpToString native regexp.js:202:24",0x2b64978,~
code-creation,Function,0,0x2c659a0,1948,"RegExpSplit native regexp.js:219:21",0x2b64d7c,~
code-creation,Function,0,0x2c66140,384,"RegExpMatch native regexp.js:272:21",0x2b64ee8,~
code-creation,Function,0,0x2c662c0,324,"RegExpSearch native regexp.js:283:22",0x2b65038,~
code-creation,Function,0,0x2c66420,216,"RegExpGetLastMatch native regexp.js:292:28",0x2b65150,~
code-creation,Function,0,0x2c66500,436,"RegExpGetLastParen native regexp.js:298:28",0x2b652cc,~
code-creation,Function,0,0x2c666c0,200,"RegExpGetLeftContext native regexp.js:309:30",0x2b653e8,~
code-creation,Function,0,0x2c667a0,220,"RegExpGetRightContext native regexp.js:316:31",0x2b65514,~
code-creation,Function,0,0x2c66880,460,"foo native regexp.js:324:20",0x2b6569c,~
code-creation,Function,0,0x2c66a60,156,"RegExpMakeCaptureGetter native regexp.js:323:33",0x2b65774,~
code-creation,Function,0,0x2c66b00,340,"RegExpGetGlobal native regexp.js:333:25",0x2b658a0,~
code-creation,Function,0,0x2c66c60,340,"RegExpGetIgnoreCase native regexp.js:344:29",0x2b659cc,~
code-creation,Function,0,0x2c66dc0,340,"RegExpGetMultiline native regexp.js:355:28",0x2b65af8,~
code-creation,Function,0,0x2c66f20,292,"RegExpGetSource native regexp.js:366:25",0x2b65c18,~
code-creation,Function,0,0x2c67060,192," native regexp.js:14:34",0x2b65d14,~
code-creation,Function,0,0x2c67120,192," native regexp.js:17:18",0x2b65e10,~
code-creation,Function,0,0x2c671e0,204,"ad native regexp.js:397:16",0x2b65f14,~
code-creation,Function,0,0x2c672c0,152,"af native regexp.js:401:16",0x2b66010,~
code-creation,Stub,9,0x2c67360,333,"CallICStub(args(5), NOT_NULL_OR_UNDEFINED, "
code-creation,Stub,9,0x2c674c0,78,"CallICTrampolineStub"
code-creation,Function,0,0x2c67520,128,"ag native regexp.js:409:16",0x2b66104,~
code-creation,Function,0,0x2c675a0,224," native regexp.js:431:18",0x2b66238,~
code-creation,Function,0,0x2c67680,3432," native regexp.js:2:10",0x2b66710,~
code-creation,Script,0,0x2c68400,160,"native regexp.js",0x2b667dc,~
code-creation,Handler,3,0x2c684a0,151,"next"
code-creation,Stub,13,0x2c68540,134,"CompareICStub"
code-creation,LazyCompile,0,0x2c63060,648,"RegExpConstructor native regexp.js:46:27",0x2b63afc,~
code-creation,Stub,2,0x2c685e0,1082,"BinaryOpWithAllocationSiteStub(ADD_CreateAllocationMementos:String*Smi->String)"
code-creation,Stub,12,0x2c68a20,74,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*Smi->String)"
code-creation,Stub,12,0x2c68a80,74,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*Smi->String)"
code-creation,Stub,3,0x2c68ae0,84,"LoadConstantStub"
code-creation,Function,0,0x2c68b40,316,"ArrayBufferGetByteLen native arraybuffer.js:16:31",0x2b6758c,~
code-creation,Function,0,0x2c68c80,1260,"ArrayBufferSlice native arraybuffer.js:23:26",0x2b67830,~
code-creation,Function,0,0x2c69180,388," native arraybuffer.js:10:18",0x2b67968,~
code-creation,Function,0,0x2c69320,496," native arraybuffer.js:2:10",0x2b67ac0,~
code-creation,Script,0,0x2c69520,160,"native arraybuffer.js",0x2b67b8c,~
code-creation,Function,0,0x2c695c0,828,"TypedArrayDefaultConstructor native typedarray.js:88:38",0x2b69b0c,~
code-creation,Function,0,0x2c69900,500,"TypedArrayCreate native typedarray.js:122:26",0x2b69c6c,~
code-creation,Function,0,0x2c69b00,264,"TypedArraySpeciesCreate native typedarray.js:134:33",0x2b69db4,~
code-creation,Function,0,0x2c69c20,948,"Uint8ArrayConstructByArrayBuffer native typedarray.js:140:42",0x2b69fe0,~
code-creation,Function,0,0x2c69fe0,496,"Uint8ArrayConstructByLength native typedarray.js:180:37",0x2b6a148,~
code-creation,Function,0,0x2c6a1e0,648,"Uint8ArrayConstructByArrayLike native typedarray.js:194:40",0x2b6a30c,~
code-creation,Function,0,0x2c6a480,132,"b.Uint8ArrayConstructByIterable.au.(anonymous function) native typedarray.js:220:15",0x2b6a45c,~
code-creation,Function,0,0x2c6a520,716,"Uint8ArrayConstructByIterable native typedarray.js:214:39",0x2b6a5ac,~
code-creation,Function,0,0x2c6a800,896,"Uint8ArrayConstructor native typedarray.js:226:31",0x2b6a788,~
code-creation,Function,0,0x2c6ab80,316,"Uint8Array_GetLength native typedarray.js:245:30",0x2b6a89c,~
code-creation,Function,0,0x2c6acc0,716,"Uint8ArraySubArray native typedarray.js:251:28",0x2b6aa94,~
code-creation,Function,0,0x2c6afa0,948,"Int8ArrayConstructByArrayBuffer native typedarray.js:280:41",0x2b6acc0,~
code-creation,Function,0,0x2c6b360,496,"Int8ArrayConstructByLength native typedarray.js:320:36",0x2b6ae28,~
code-creation,Function,0,0x2c6b560,648,"Int8ArrayConstructByArrayLike native typedarray.js:334:39",0x2b6afec,~
code-creation,Function,0,0x2c6b800,132,"b.Int8ArrayConstructByIterable.au.(anonymous function) native typedarray.js:360:15",0x2b6b13c,~
code-creation,Function,0,0x2c6b8a0,716,"Int8ArrayConstructByIterable native typedarray.js:354:38",0x2b6b28c,~
code-creation,Function,0,0x2c6bb80,896,"Int8ArrayConstructor native typedarray.js:366:30",0x2b6b464,~
code-creation,Function,0,0x2c6bf00,316,"Int8Array_GetLength native typedarray.js:385:29",0x2b6b578,~
code-creation,Function,0,0x2c6c040,716,"Int8ArraySubArray native typedarray.js:391:27",0x2b6b770,~
code-creation,Function,0,0x2c6c320,948,"Uint16ArrayConstructByArrayBuffer native typedarray.js:420:43",0x2b6b99c,~
code-creation,Function,0,0x2c6c6e0,496,"Uint16ArrayConstructByLength native typedarray.js:460:38",0x2b6bb04,~
code-creation,Function,0,0x2c6c8e0,648,"Uint16ArrayConstructByArrayLike native typedarray.js:474:41",0x2b6bcc8,~
code-creation,Function,0,0x2c6cb80,132,"b.Uint16ArrayConstructByIterable.au.(anonymous function) native typedarray.js:500:15",0x2b6be18,~
code-creation,Function,0,0x2c6cc20,716,"Uint16ArrayConstructByIterable native typedarray.js:494:40",0x2b6bf6c,~
code-creation,Function,0,0x2c6cf00,896,"Uint16ArrayConstructor native typedarray.js:506:32",0x2b6c14c,~
code-creation,Function,0,0x2c6d280,316,"Uint16Array_GetLength native typedarray.js:525:31",0x2b6c260,~
code-creation,Function,0,0x2c6d3c0,716,"Uint16ArraySubArray native typedarray.js:531:29",0x2b6c458,~
code-creation,Function,0,0x2c6d6a0,948,"Int16ArrayConstructByArrayBuffer native typedarray.js:560:42",0x2b6c684,~
code-creation,Function,0,0x2c6da60,496,"Int16ArrayConstructByLength native typedarray.js:600:37",0x2b6c7ec,~
code-creation,Function,0,0x2c6dc60,648,"Int16ArrayConstructByArrayLike native typedarray.js:614:40",0x2b6c9b0,~
code-creation,Function,0,0x2c6df00,132,"b.Int16ArrayConstructByIterable.au.(anonymous function) native typedarray.js:640:15",0x2b6cb00,~
code-creation,Function,0,0x2c6dfa0,716,"Int16ArrayConstructByIterable native typedarray.js:634:39",0x2b6cc50,~
code-creation,Function,0,0x2c6e280,896,"Int16ArrayConstructor native typedarray.js:646:31",0x2b6ce2c,~
code-creation,Function,0,0x2c6e600,316,"Int16Array_GetLength native typedarray.js:665:30",0x2b6cf40,~
code-creation,Function,0,0x2c6e740,716,"Int16ArraySubArray native typedarray.js:671:28",0x2b6d138,~
code-creation,Function,0,0x2c6ea20,948,"Uint32ArrayConstructByArrayBuffer native typedarray.js:700:43",0x2b6d364,~
code-creation,Function,0,0x2c6ede0,496,"Uint32ArrayConstructByLength native typedarray.js:740:38",0x2b6d4cc,~
code-creation,Function,0,0x2c6efe0,648,"Uint32ArrayConstructByArrayLike native typedarray.js:754:41",0x2b6d690,~
code-creation,Function,0,0x2c6f280,132,"b.Uint32ArrayConstructByIterable.au.(anonymous function) native typedarray.js:780:15",0x2b6d7e0,~
code-creation,Function,0,0x2c6f320,716,"Uint32ArrayConstructByIterable native typedarray.js:774:40",0x2b6d934,~
code-creation,Function,0,0x2c6f600,896,"Uint32ArrayConstructor native typedarray.js:786:32",0x2b6db14,~
code-creation,Function,0,0x2c6f980,316,"Uint32Array_GetLength native typedarray.js:805:31",0x2b6dc28,~
